isbn,title,authors,publisher,language,published_year,total_pages,cover_url,synopsis,genre_id
9781847922649,The Gene,Siddhartha Mukherjee|Dennis Boutsikaris,La Campana,English,2016,605,https://covers.openlibrary.org/b/id/11320163-M.jpg,"The Gene: An Intimate History is a book written by Siddhartha Mukherjee, an Indian-born American physician and oncologist. It was published on 17 May 2016 by Scribner. The book chronicles the history of the gene and genetic research, all the way from Aristotle to Crick, Watson and Franklin and then the 21st century scientists who mapped the human genome. The book discusses the power of genetics in determining people's well-being and traits. It delves into the personal genetic history of Siddhartha Mukherjee's family, including mental illness. However, it is also a cautionary message toward not letting genetic predispositions define a person or their fate, a mentality that the author says led to the rise of eugenics in history.",13
9780387086491,The Selfish Gene,Richard Dawkins,Scientific American,English,1976,352,https://covers.openlibrary.org/b/id/133936-M.jpg,"As influential today as when it was first published, The Selfish Gene has become a classic exposition of evolutionary thought. Professor Dawkins articulates a gene's eye view of evolution - a view giving centre stage to these persistent units of information, and in which organisms can be seen as vehicles for their replication. This imaginative, powerful, and stylistically brilliant work not only brought the insights of Neo-Darwinism to a wide audience, but galvanized the biology community, generating much debate and stimulating whole new areas of research. Forty years later, its insights remain as relevant today as on the day it was published. This 40th anniversary edition includes a new epilogue from the author discussing the continuing relevance of these ideas in evolutionary biology today, as well as the original prefaces and foreword, and extracts from early reviews. Oxford Landmark Science books are 'must-read' classics of modern science writing which have crystallized big ideas, and shaped the way we think.",13
9781501144318,Why We Sleep,Matthew P. Walker|Matthew Walker,Audible Studios,English,2017,360,https://covers.openlibrary.org/b/id/8814155-M.jpg,"With two appearances on CBS This Morning and Fresh Air's most popular interview of 2017, Matthew Walker has made abundantly clear that sleep is one of the most important but least understood aspects of our life. Until very recently, science had no answer to the question of why we sleep, or what good it served, or why we suffer such devastating health consequences when it is absent. Compared to the other basic drives in life—eating, drinking, and reproducing—the purpose of sleep remains more elusive. Within the brain, sleep enriches a diversity of functions, including our ability to learn, memorize, and make logical decisions. It recalibrates our emotions, restocks our immune system, fine-tunes our metabolism, and regulates our appetite. Dreaming creates a virtual reality space in which the brain melds past and current knowledge, inspiring creativity. In this compelling and utterly convincing"" (The Sunday Times) book", preeminent neuroscientist and sleep expert Matthew Walker provides a revolutionary exploration of sleep
9781508279327,The Emperor of All Maladies,Siddhartha Mukherjee|Nessa Carey,Taurus,English,2010,582,https://covers.openlibrary.org/b/id/11320203-M.jpg,"The Emperor of All Maladies: A Biography of Cancer is a book written by Siddhartha Mukherjee, an Indian-born American physician and oncologist. Published on 16 November 2010 by Scribner, it won the 2011 Pulitzer Prize for General Non-Fiction.",13
9782081481367,Astrophysics for People in a Hurry,Neil deGrasse Tyson|Sandra Martha Dolinsky|María del Carmen Román de la Peña,PLANETA,English,2017,209,https://covers.openlibrary.org/b/id/7984709-M.jpg,"A short book for almost all ages, it's simply astrophysics for people in a hurry, taught by acclaimed astrophysicist Neil deGrasse Tyson. This is a must-read for anyone who wants to know how the universe works!",13
9785389001220,"""Surely You're Joking, Mr. Feynman""",Richard Phillips Feynman|Ralph Leighton,Piper,English,1984,352,https://covers.openlibrary.org/b/id/9274698-M.jpg,"The biography of the physicist and Nobel prize winner Richard P. Feynman - a collection of short stories, chapters told to and written down by Ralph Leighton. Feynman tells of his childhood and youth and goes into his adult life, both personally and professionally.",13
9781400052189,The Immortal Life of Henrietta Lacks,Rebecca Skloot,Broadway Books,English,2009,381,https://covers.openlibrary.org/b/id/8364866-M.jpg,"Her name was Henrietta Lacks, but scientists know her as HeLa. She was a poor black tobacco farmer whose cells—taken without her knowledge in 1951—became one of the most important tools in medicine, vital for developing the polio vaccine, cloning, gene mapping, in vitro fertilization, and more. Henrietta's cells have been bought and sold by the billions, yet she remains virtually unknown, and her family can't afford health insurance. This New York Times bestseller takes readers on an extraordinary journey, from the ""colored"" ward of Johns Hopkins Hospital in the 1950s to stark white laboratories with freezers filled with HeLa cells, from Henrietta's small, dying hometown of Clover, Virginia, to East Baltimore today, where her children and grandchildren live and struggle with the legacy of her cells. The Immortal Life of Henrietta Lacks tells a riveting story of the collision between ethics, race, and medicine; of scientific discovery and faith healing; and of a daughter consumed with questions about the mother she never knew. It's a story inextricably connected to the dark history of experimentation on African Americans, the birth of bioethics, and the legal battles over whether we control the stuff we're made of.",13
9780143110910,Behave,Robert M. Sapolsky,Bodley Head Adults,English,2017,795,https://covers.openlibrary.org/b/id/8814831-M.jpg,"Why do we do the things we do? Over a decade in the making, this game-changing book is Robert Sapolsky's genre-shattering attempt to answer that question as fully as perhaps only he could, looking at it from every angle. Sapolsky's storytelling concept is delightful but it also has a powerful intrinsic logic: he starts by looking at the factors that bear on a person's reaction in the precise moment a behavior occurs, and then hops back in time from there, in stages, ultimately ending up at the deep history of our species and its genetic inheritance. And so the first category of explanation is the neurobiological one. What goes on in a person's brain a second before the behavior happens? Then he pulls out to a slightly larger field of vision, a little earlier in time: What sight, sound, or smell triggers the nervous system to produce that behavior? And then, what hormones act hours to days earlier to change how responsive that individual is to the stimuli which trigger the nervous system? By now, he has increased our field of vision so that we are thinking about neurobiology and the sensory world of our environment and endocrinology in trying to explain what happened. Sapolsky keeps going--next to what features of the environment affected that person's brain, and then back to the childhood of the individual, and then to their genetic makeup. Finally, he expands the view to encompass factors larger than that one individual. How culture has shaped that individual's group, what ecological factors helped shape that culture, and on and on, back to evolutionary factors thousands and even millions of years old. The result is one of the most dazzling tours de horizon of the science of human behavior ever attempted, a majestic synthesis that harvests cutting-edge research across a range of disciplines to provide a subtle and nuanced perspective on why we ultimately do the things we do...for good and for ill. Sapolsky builds on this understanding to wrestle with some of our deepest and thorniest questions relating to tribalism and xenophobia, hierarchy and competition, morality and free will, and war and peace. Wise, humane, often very funny, Behave is a towering achievement, powerfully humanizing, and downright heroic in its own right.",13
9781984818447,Unbroken,Laura Hillenbrand,Ballantine Books,English,2010,500,https://covers.openlibrary.org/b/id/6668103-M.jpg,"On a May afternoon in 1943, an Army Air Forces bomber crashed into the Pacific Ocean and disappeared, leaving only a spray of debris and a slick of oil, gasoline, and blood. Then, on the ocean surface, a face appeared. It was that of a young lieutenant, the plane's bombardier, who was struggling to a life raft and pulling himself aboard. So began one of the most extraordinary odysseys of the Second World War. The lieutenant's name was Louis Zamperini. In boyhood, he'd been a cunning and incorrigible delinquent, breaking into houses, brawling, and fleeing his home to ride the rails. As a teenager, he had channeled his defiance into running, discovering a prodigious talent that had carried him to the Berlin Olympics and within sight of the four-minute mile. But when war had come, the athlete had become an airman, embarking on a journey that led to his doomed flight, a tiny raft, and a drift into the unknown. Ahead of Zamperini lay thousands of miles of open ocean, leaping sharks, a foundering raft, thirst and starvation, enemy aircraft, and, beyond, a trial even greater. Driven to the limits of endurance, Zamperini would answer desperation with ingenuity; suffering with hope, resolve, and humor; brutality with rebellion. His fate, whether triumph or tragedy, would be suspended on the fraying wire of his will.",14
9780375725609,The Devil in the White City,Erik Larson,Fischer Scherz,English,2003,496,https://covers.openlibrary.org/b/id/541027-M.jpg,"From back cover: Bringing Chicago circa 1893 to vivid life, Erik Larson's spell-binding bestseller intertwines the true tale of two men - the brilliant architect behind the legendary 1893 World's Fair, striving to secure America's place in the world; and the cunning serial killer who used the fair to lure his victims to their death. Combining meticulous research with nail-biting storytelling, Erik Larson has crafted a narrative with all the wonder of newly discovered history and the thrills of the best fiction.",14
9780553551624,Dead Wake,Erik Larson,Transworld Publishers Limited,English,2015,448,https://covers.openlibrary.org/b/id/7317226-M.jpg,"It is a story that many of us think we know but don't, and Erik Larson tells it thrillingly, switching between hunter and hunted while painting a larger portrait of America at the height of the Progressive Era. Full of glamour and suspense, Dead Wake brings to life a cast of evocative characters, from famed Boston bookseller Charles Lauriat to pioneering female architect Theodate Pope to President Woodrow Wilson, a man lost to grief, dreading the widening war but also captivated by the prospect of new love.",14
9788490061626,The Guns of August,Barbara Tuchman,"Little, Brown Book Group Limited",English,1962,575,https://covers.openlibrary.org/b/id/6616967-M.jpg,"Published to immediate acclaim in 1962 and the winner of the Pulitzer Prize in 1963, The Guns of August is the classic account of the cataclysmic outbreak of World War I in 1914 and the 30 days of battle that followed. This opening clash determined the future course of the war and shaped the history of our century. Its tense drama continues to enthrall readers of Barbara W. Tuchman's magnificent best-selling work, now in 25th anniversary edition with a new preface by the author. In the summer of 1914, Europe with a heap of swords piled as delicately as jackstraws, and not one could be drawn out without upsetting the others. Still, statesmen, field marshals, admirals, kings, and patriots believed what they wanted to believe -- or what they feared not to believe -- and waited in profound ignorance for victory to reveal itself within a matter of weeks. Instead, the holocaust of August was the prelude to 4 bitter years of deadlocked war that cost a generation of European lives. The German, French, English, and Russian General Staffs had had their plans for war completed as early as 10 years before hostilities began. Germany intended to invade France; England had committed her army to cooperation with the French Army. France, bolstered by her alliance with Russia and her ""entente"" with Britain, designed her strategy in terms solely of the offensive and the attaque brusqueée. Russia planned a pincer invasion of East Prussia while the main German armies were involved in the West. None of these plans allowed for the contingencies of the others, or recognized their own intrinsic errors. Yet for perhaps five years before the war began, each General Staff knew what the others would do; all that was planned. The bloody catalogue of the battles of August 1914 includes the almost mythic names of Liège, Tannenberg, Mons, the Battle of the Frontiers, and Charleroi. And of men like Joffre, indomitably rebuilding his shattered French armies; Samsonov dying a suicide after the annihilation of the Russian 2nd Army; von Kluck stubbornly committing his fatal mistake; Admiral Souchon choosing his desperate and fateful course for Constantinople. Through her unforgettable portraits of these characters and many others, Mrs. Tuchman has made her book doubly exciting -- revealing the human reasons for the disasters of war.",14
9781664631632,Team of Rivals,Doris Kearns Goodwin,Penguin Books,English,2003,916,https://covers.openlibrary.org/b/id/9286949-M.jpg,"Team of Rivals: The Political Genius of Abraham Lincoln is a 2005 book by Pulitzer Prize-winning American historian Doris Kearns Goodwin, published by Simon & Schuster. The book is a biographical portrait of U.S. President Abraham Lincoln and some of the men who served with him in his cabinet from 1861 to 1865. Three of his Cabinet members had previously run against Lincoln in the 1860 election: Attorney General Edward Bates, Secretary of the Treasury Salmon P. Chase and Secretary of State William H. Seward. The book focuses on Lincoln's mostly successful attempts to reconcile conflicting personalities and political factions on the path to abolition and victory in the American Civil War. Goodwin's sixth book, Team of Rivals was well received by critics and won the 2006 Lincoln Prize and the inaugural Book Prize for American History of the New-York Historical Society. US President Barack Obama cited it as one of his favorite books and was said to have used it as a model for constructing his own cabinet, although he later wrote this was not the reason he chose Hillary Clinton as his Secretary of State. In 2012, a Steven Spielberg film based on the book was released to critical acclaim.",14
9780743226721,1776,David McCullough,Simon & Schuster Paperbacks,English,2006,386,https://covers.openlibrary.org/b/id/8331093-M.jpg,"Chronicles the American Revolution during the year 1776, examining the leadership of George Washington and British commander William Howe and the experiences of American and British troops.",14
9781476728742,The Wright Brothers,David McCullough,Simon & Schuster,English,2015,368,https://covers.openlibrary.org/b/id/7317364-M.jpg,"Two-time winner of the Pulitzer Prize David McCullough tells the dramatic story of the courageous brothers who taught the world how to fly. On a winter day in 1903, on the remote Outer Banks of North Carolina, two unknown brothers from Ohio, Wilbur and Orville Wright, changed history. The age of flight had begun with the first heavier-than-air powered machine carrying a pilot. Far more than a couple of Dayton bicycle mechanics who happened to hit on success, the Wright brothers were men of exceptional ability, unyielding determination, and far-ranging intellectual interest and curiosity, much of which they attributed to their upbringing. They grew up without electricity or indoor plumbing, but with books aplenty, supplied mainly by their preacher father. And they never stopped learning. Nor did their high-spirited, devoted sister, Katharine, who played a far more important role in their endeavors than has been generally understood. When the brothers worked together, no problem seemed insurmountable. Wilbur, the older of the two, was unquestionably a genius. Orville had such mechanical ingenuity as few people had ever seen. Nothing stopped them in their ""mission,"" not failures, not ridicule, not even the reality that every time they took off in one of their experimental contrivances, they risked being killed. In this thrilling book master historian David McCullough draws on the immense riches of the Wright Papers, including private diaries, notebooks, and more than a thousand letters from private family correspondence, to tell the human side of a profoundly American story.",14
9780609610626,Genghis Khan and the Making of the Modern World,Jack Weatherford,Crown Publishing Group,English,2004,352,https://covers.openlibrary.org/b/id/390818-M.jpg,"The name Genghis Khan often conjures the image of a relentless, bloodthirsty barbarian on horseback leading a ruthless band of nomadic warriors in the looting of the civilized world. But the surprising truth is that Genghis Khan was a visionary leader whose conquests joined backward Europe with the flourishing cultures of Asia to trigger a global awakening, an unprecedented explosion of technologies, trade, and ideas. In Genghis Khan and the Making of the Modern World, Jack Weatherford, the only Western scholar ever to be allowed into the Mongols' ""Great Taboo""--Genghis Khan's homeland and forbidden burial site--tracks the astonishing story of Genghis Khan and his descendants, and their conquest and transformation of the world. Fighting his way to power on the remote steppes of Mongolia, Genghis Khan developed revolutionary military strategies and weaponry that emphasized rapid attack and siege warfare, which he then brilliantly used to overwhelm opposing armies in Asia, break the back of the Islamic world, and render the armored knights of Europe obsolete. Under Genghis Khan, the Mongol army never numbered more than 100,000 warriors, yet it subjugated more lands and people in twenty-five years than the Romans conquered in four hundred. With an empire that stretched from Siberia to India, from Vietnam to Hungary, and from Korea to the Balkans, the Mongols dramatically redrew the map of the globe, connecting disparate kingdoms into a new world order. But contrary to popular wisdom, Weatherford reveals that the Mongols were not just masters of conquest, but possessed a genius for progressive and benevolent rule. On every level and from any perspective, the scale and scope of Genghis Khan's accomplishments challenge the limits of imagination. Genghis Khan was an innovative leader, the first ruler in many conquered countries to put the power of law above his own power, encourage religious freedom, create public schools, grant diplomatic immunity, abolish torture, and institute free trade. The trade routes he created became lucrative pathways for commerce, but also for ideas, technologies, and expertise that transformed the way people lived. The Mongols introduced the first international paper currency and postal system and developed and spread revolutionary technologies like printing, the cannon, compass, and abacus. They took local foods and products like lemons, carrots, noodles, tea, rugs, playing cards, and pants and turned them into staples of life around the world. The Mongols were the architects of a new way of life at a pivotal time in history.",14
9781956000689,The Name of the Wind,Patrick Rothfuss|Marc Simonetti,DAW Books,English,2007,736,https://covers.openlibrary.org/b/id/11480483-M.jpg,"***The Name of the Wind***, also called ***The Kingkiller Chronicle: Day One***, is a heroic fantasy novel written by American author Patrick Rothfuss. It is the first book in the ongoing fantasy trilogy ***The Kingkiller Chronicle***. It was published on March 27, 2007, by DAW Books, the novel has been hailed as a masterpiece of high fantasy. The story begins the tale of Kvothe (pronounced ""quothe""), a young man who becomes the most notorious magician his world has ever known. Kvothe narrates his own journey, from his childhood in a troupe of traveling players to his years as a near-feral orphan in a crime-ridden city, and his daring entrance into a prestigious and perilous school of magic.",2
9783453317109,The Way of Kings,Brandon Sanderson,Fanucci,English,2010,1008,https://covers.openlibrary.org/b/id/14658316-M.jpg,"Widely acclaimed for his work completing Robert Jordan's Wheel of Time saga, Brandon Sanderson now begins a grand cycle of his own, one every bit as ambitious and immersive. Roshar is a world of stone and storms. Uncanny tempests of incredible power sweep across the rocky terrain so frequently that they have shaped ecology and civilization alike. Animals hide in shells, trees pull in branches, and grass retracts into the soilless ground. Cities are built only where the topography offers shelter. It has been centuries since the fall of the ten consecrated orders known as the Knights Radiant, but their Shardblades and Shardplate remain: mystical swords and suits of armor that transform ordinary men into near-invincible warriors. Men trade kingdoms for Shardblades. Wars are fought for them, and won by them. One such war rages on a ruined landscape called the Shattered Plains. There, Kaladin, who traded his medical apprenticeship for a spear, has been reduced to slavery. In a war that makes no sense, where ten armies fight separately against a single foe, he struggles to save his men and to fathom the leaders who consider them expendable. Brightlord Dalinar Kholin commands one of those other armies. Like his brother, the late king, he is fascinated by an ancient text called The Way of Kings. Troubled by overpowering visions of ancient times and the Knights Radiant, he has begun to doubt his own sanity.",2
9780613913386,American Gods,Neil Gaiman,Roca Editorial,English,2001,576,https://covers.openlibrary.org/b/id/8494659-M.jpg,"American Gods (2001) is a fantasy novel by British author Neil Gaiman. The novel is a blend of Americana, fantasy, and various strands of ancient and modern mythology, all centering on the mysterious and taciturn Shadow.",2
9780062934918,Good Omens,Neil Gaiman|Terry Pratchett,UNKNO,English,1990,400,https://covers.openlibrary.org/b/id/10482258-M.jpg,"Armageddon only happens once, you know. They don't let you go around again until you get it right. According to the Nice and Accurate Prophecies of Agnes Nutter, Witch - the world's only totally reliable guide to the future, written in 1655, before she exploded - the world will end on a Saturday. Next Saturday, in fact. Just after tea... People have been predicting the end of the world almost from its very beginning, so it's only natural to be sceptical when a new date is set for Judgement Day. This time though, the armies of Good and Evil really do appear to be massing. The four Bikers of the Apocalypse are hitting the road. But both the angels and demons - well, one fast-living demon and a somewhat fussy angel - would quite like the Rapture not to happen. Oh, and someone seems to have misplaced the Antichrist...",2
9780307947857,The Night Circus,Erin Morgenstern,Random House Export Editions,English,2011,512,https://covers.openlibrary.org/b/id/8773134-M.jpg,"The circus arrives without warning. No announcements precede it. It is simply there, when yesterday it was not. Within the black-and-white striped canvas tents is an utterly unique experience full of breathtaking amazements. It is called Le Cirque des Rêves, and it is only open at night. But behind the scenes, a fierce competition is underway—a duel between two young magicians, Celia and Marco, who have been trained since childhood expressly for this purpose by their mercurial instructors. Unbeknownst to them, this is a game in which only one can be left standing, and the circus is but the stage for a remarkable battle of imagination and will. Despite themselves, however, Celia and Marco tumble headfirst into love—a deep, magical love that makes the lights flicker and the room grow warm whenever they so much as brush hands. True love or not, the game must play out, and the fates of everyone involved, from the cast of extraordinary circus per formers to the patrons, hang in the balance, suspended as precariously as the daring acrobats overhead.",2
9786051869346,Shadow and Bone,Leigh Bardugo,Carlsen,English,2012,352,https://covers.openlibrary.org/b/id/13816048-M.jpg,"Orphaned by the Border Wars, Alina Starkov is taken from obscurity and her only friend, Mal, to become the protegé of the mysterious Darkling, who trains her to join the magical elite in the belief that she is the Sun Summoner, who can destroy the monsters of the Fold.",2
9781536439427,Six of Crows,Leigh Bardugo,Henry Holt and Co.,English,2015,512,https://covers.openlibrary.org/b/id/12667417-M.jpg,"BOOK ONE of the Six of Crows Duology. Six of Crows is a fantasy novel written by the Israeli-American author Leigh Bardugo published by Henry Holt and Co. in 2015. The story follows a thieving crew and is primarily set in the city of Ketterdam, loosely inspired by Dutch Republic-era Amsterdam. The plot is told from third-person viewpoints of seven different characters.",2
9788408257103,A Court of Thorns and Roses,Sarah J. Maas,Bloomsbury,English,2013,451,https://covers.openlibrary.org/b/id/8738585-M.jpg,"When nineteen-year-old huntress Feyre kills a wolf in the woods, a terrifying creature arrives to demand retribution. Dragged to a treacherous magical land she knows about only from legends, Feyre discovers that her captor is not truly a beast, but one of the lethal, immortal faeries who once ruled her world. At least, he's not a beast all the time. As she adapts to her new home, her feelings for the faerie, Tamlin, transform from icy hostility into a fiery passion that burns through every lie she's been told about the beautiful, dangerous world of the Fae. But something is not right in the faerie lands. An ancient, wicked shadow is growing, and Feyre must find a way to stop it, or doom Tamlin-and his world-forever.",2
9781619630345,Throne of Glass,Sarah J. Maas,Dex Yayinevi,English,2012,432,https://covers.openlibrary.org/b/id/13312488-M.jpg,"Lethal. Loyal. Legendary. Enter the world of Throne of Glass with the first book in the #1 bestselling series by Sarah J. Maas. In a land without magic, an assassin is summoned to the castle. She has no love for the vicious king who rules from his throne of glass, but she has not come to kill him. She has come to win her freedom. If she defeats twenty-three murderers, thieves, and warriors in a competition, she will be released from prison to serve as the King's Champion.",2
9781955876162,The Cruel Prince,Holly Black,Holly black,English,2018,370,https://covers.openlibrary.org/b/id/8361789-M.jpg,"JUDE WAS SEVEN WHEN HER PARENTS were murdered and she and her two sisters were stolen away to live in the treacherous High Court of Faerie. Ten years later, Jude wants nothing more than to belong there, despite her mortality. But many of the fey despise humans. Especially Prince Cardan, the youngest and wickedest son of the High King. To win a place at the Court, she must defy him--and face the consequences. As Jude becomes more deeply embroiled in palace intrigues and deceptions, she discovers her own capacity for trickery and bloodshed. But as betrayal threatens to drown the Courts of Faerie in violence, Jude will need to risk her life in a dangerous alliance to save her sisters, and Faerie itself.",2
9780316556323,Circe,Madeline Miller,Dwarsligger,English,2018,404,https://covers.openlibrary.org/b/id/8739376-M.jpg,"In the house of Helios, god of the sun and mightiest of the Titans, a daughter is born. But Circe is a strange child--not powerful, like her father, nor viciously alluring like her mother. Turning to the world of mortals for companionship, she discovers that she does possess power--the power of witchcraft, which can transform rivals into monsters and menace the gods themselves. Threatened, Zeus banishes her to a deserted island, where she hones her occult craft, tames wild beasts and crosses paths with many of the most famous figures in all of mythology, including the Minotaur, Daedalus and his doomed son Icarus, the murderous Medea, and, of course, wily Odysseus.",2
9789603649823,The Song of Achilles,Madeline Miller,Bloomsbury Publishing PLC,English,2011,385,https://covers.openlibrary.org/b/id/7098465-M.jpg,This is the story of the seige of Troy from the perspective of Achilles best-friend Patroclus. Although Patroclus is outcast from his home for disappointing his father he manages to be the only mortal who can keep up with the half-God Achilles. Even though many will know the facts behind the story the telling is fresh and engaging.,2
9780575099043,Words of Radiance,Brandon Sanderson,"Orion Publishing Group, Limited",English,2012,1088,https://covers.openlibrary.org/b/id/14658334-M.jpg,"The eagerly awaited sequel to the New York Times bestselling The Way of Kings. Six years ago, the Assassin in White, a hireling of the inscrutable Parshendi, assassinated the Alethi king on the very night a treaty between men and Parshendi was being celebrated. So began the Vengeance Pact among the highprinces of Alethkar and the War of Reckoning against the Parshendi. Now the Assassin is active again, murdering rulers all over the world, using his baffling powers to thwart every bodyguard and elude all pursuers. Among his prime targets is Highprince Dalinar, widely considered the power behind the Alethi throne.",2
9781526612861,The Priory of the Orange Tree,Samantha Shannon,Penguin Random House Grupo Editorial,English,2018,848,https://covers.openlibrary.org/b/id/8802446-M.jpg,"A world divided. A queendom without an heir. An ancient enemy awakens. The House of Berethnet has ruled Inys for a thousand years. Still unwed, Queen Sabran the Ninth must conceive a daughter to protect her realm from destruction. Ead Duryan is an outsider at court. Though she has risen to the position of lady-in-waiting, she is loyal to a hidden society of mages. Ead keeps a watchful eye on Sabran, secretly protecting her with forbidden magic. Across the dark sea, Tané has trained to be a dragonrider since she was a child, but is forced to make a choice that could see her life unravel.",2
9781250301703,The Silent Patient,Alex Michaelides,Droemer eBook,English,2018,352,https://covers.openlibrary.org/b/id/9407338-M.jpg,"Alicia Berenson's life is seemingly perfect. One evening her husband Gabriel returns home late from a fashion shoot, and Alicia shoots him five times in the face, and then never speaks another word. Alicia's refusal to talk, or give any kind of explanation, turns a domestic tragedy into something far grander, a mystery that captures the public imagination and casts Alicia into notoriety. The price of her art skyrockets, and she, the silent patient, is hidden away from the tabloids and spotlight at the Grove, a secure forensic unit in North London. Theo Faber is a criminal psychotherapist who has waited a long time for the opportunity to work with Alicia. His determination to get her to talk and unravel the mystery of why she shot her husband takes him down a twisting path into his own motivations–a search for the truth that threatens to consume him.",6
9781524754686,Big Little Lies,Liane Moriarty,G.P. Putnam's Sons,English,2014,512,https://covers.openlibrary.org/b/id/7352410-M.jpg,"Pirriwee Public is a beautiful little beachside primary school where children are taught that 'sharing is caring.' So how has the annual School Trivia Night ended in full-blown riot? Sirens are wailing. People are screaming. The principal is mortified. And one parent is dead. Was it a murder, a tragic accident or just good parents gone bad? As the parents at Pirriwee Public are about to discover, sometimes it's the little lies that turn out to be the most lethal.",5
9783423147231,Little Fires Everywhere,Celeste Ng,Penguin Publishing Group,English,2014,384,https://covers.openlibrary.org/b/id/8111914-M.jpg,"In Shaker Heights, a placid, progressive suburb of Cleveland, everything is planned. And no one embodies this spirit more than Elena Richardson, whose guiding principle is playing by the rules. Enter Mia Warren - an enigmatic artist and single mother - who arrives in this idyllic bubble with her teenaged daughter Pearl, and rents a house from the Richardsons. Soon Mia and Pearl become more than tenants: all four Richardson children are drawn to the mother-daughter pair. But Mia carries with her a mysterious past and a disregard for the status quo that threatens to upend this carefully ordered community.",5
9781474037945,Behind Closed Doors,B.A. Paris,Cengage Gale,English,2016,336,https://covers.openlibrary.org/b/id/9802299-M.jpg,"The perfect marriage? Or the perfect lie? Everyone knows a couple like Jack and Grace. He has looks and wealth, she has charm and elegance. You might not want to like them, but you do. You'd like to get to know Grace better. But it's difficult, because you realise Jack and Grace are never apart. Some might call this true love. Others might ask why Grace never answers the phone. Or how she can never meet for coffee, even though she doesn't work. How she can cook such elaborate meals but remain so slim. And why there are bars on one of the bedroom windows.",6
9780340937969,In the Woods,Tana French,Hodder & Stoughton,English,2001,578,https://covers.openlibrary.org/b/id/1474730-M.jpg,"A gorgeously written novel that marks the debut of an astonishing new voice in psychological suspense. As dusk approaches a small Dublin suburb in the summer of 1984, mothers begin to call their children home. But on this warm evening, three children do not return from the dark and silent woods. When the police arrive, they find only one of the children gripping a tree trunk in terror, wearing blood-filled sneakers, and unable to recall a single detail of the previous hours. Twenty years later, the found boy, Rob Ryan, is a detective on the Dublin Murder Squad and keeps his past a secret. But when a twelve-year-old girl is found murdered in the same woods, he and Detective Cassie Maddox find themselves investigating a case chillingly similar to the previous unsolved mystery.",5
9780525590156,The Couple Next Door,Shari Lapena,Penguin Audio,English,2016,336,https://covers.openlibrary.org/b/id/8466573-M.jpg,"It all started at a dinner party... A domestic suspense debut about a young couple and their apparently friendly neighbors. Anne and Marco Conti seem to have it all—a loving relationship, a wonderful home, and their beautiful baby, Cora. But one night, when they are at a dinner party next door, a terrible crime is committed. Suspicion immediately lands on the parents. But the truth is a much more complicated story. Inside the curtained house, an unsettling account of what actually happened unfolds. Detective Rasbach knows that the panicked couple is hiding something.",6
9781984880970,The Thursday Murder Club,Richard Osman,Ψυχογιός,English,2020,382,https://covers.openlibrary.org/b/id/10201431-M.jpg,"In a peaceful retirement village, four unlikely friends meet weekly in the Jigsaw Room to discuss unsolved crimes; together they call themselves The Thursday Murder Club. When a local developer is found dead with a mysterious photograph left next to the body, the Thursday Murder Club suddenly find themselves in the middle of their first live case. As the bodies begin to pile up, can our unorthodox but brilliant gang catch the killer, before it's too late?",5
9781408727034,Verity,Colleen Hoover,Epsilon Yayınevi,English,2018,343,https://covers.openlibrary.org/b/id/8747160-M.jpg,"Lowen Ashleigh is a struggling writer on the brink of financial ruin when she accepts the job offer of a lifetime. Jeremy Crawford, husband of bestselling author Verity Crawford, has hired Lowen to complete the remaining books in a successful series his injured wife is unable to finish. Lowen arrives at the Crawford home, ready to sort through years of Verity's notes and outlines, hoping to find enough material to get her started. What Lowen doesn't expect to uncover in the chaotic office is an unfinished autobiography Verity never intended for anyone to read. Page after page of bone-chilling admissions, including Verity's recollection of the night her family was forever altered.",6
9781471156267,It Ends With Us,Colleen Hoover,ccrv,English,2012,384,https://covers.openlibrary.org/b/id/10473609-M.jpg,"Lily hasn't always had it easy, but that's never stopped her from working hard for the life she wants. She's come a long way from the small town where she grew up—she graduated from college, moved to Boston, and started her own business. And when she feels a spark with a gorgeous neurosurgeon named Ryle Kincaid, everything in Lily's life seems too good to be true. Ryle is assertive, stubborn, maybe even a little arrogant. He's also sensitive, brilliant, and has a total soft spot for Lily. And the way he looks in scrubs certainly doesn't hurt. As questions about her new relationship overwhelm her, so do thoughts of Atlas Corrigan—her first love and a link to the past she left behind.",1
9781508284987,November 9,Colleen Hoover,Simon & Schuster,English,2015,320,https://covers.openlibrary.org/b/id/9219001-M.jpg,"Fallon meets Ben, an aspiring novelist, the day before her scheduled cross-country move. Their untimely attraction leads them to spend Fallon's last day in L.A. together, and her eventful life becomes the creative inspiration Ben has always sought for his novel. Over time and amidst the various relationships and tribulations of their own separate lives, they continue to meet on the same date every year. Until one day Fallon becomes unsure if Ben has been telling her the truth or fabricating a perfect reality for the sake of the ultimate plot twist.",1
9788501105738,Ugly Love,Colleen Hoover,Galera Record,English,2014,344,https://covers.openlibrary.org/b/id/12856728-M.jpg,"When Tate Collins finds airline pilot Miles Archer passed out in front of her apartment door, it is definitely not love at first sight. They wouldn't even go so far as to consider themselves friends. But what they do have is an undeniable mutual attraction. He doesn't want love and she doesn't have time for a relationship, but their chemistry cannot be ignored. Once their desires are out in the open, they realize they have the perfect set-up, as long as Tate can stick to two rules: Never ask about the past and don't expect a future.",1
